index	label	sentence	pos	v_index	definition
b1g-fragment02 983	0	However, significant resources are also being made available by the private sector where there is no immediate commercial gain: thus IBM UK Ltd has donated ̴�3.5m. of computing equipment to UNEP and IBM in general is actively supporting other R&D which can be expected to facilitate sustainable development: IBM Europe, for instance, has invested $16m. in its Bergen scientific centre to make it the focal point for the company's environmental modelling and a centre for information on the environment and sustainable development.	VERB	24	To make a donation; to give away something of value to support or contribute towards a cause or for the benefit of another.
b1g-fragment02 1270	0	This led to the evacuation of 250 000 people which, although staggered over several days, led to great pressure on transport arteries.	VERB	11	Sway unsteadily, reel, or totter.
a80-fragment15 299	1	However, real problems may arise once Leinster attempt to win the loose ball.	VERB	4	To come up from a lower to a higher position.
b1g-fragment02 1180	0	There are signs that this imbalance is being rectified( Zeigler et al. 1983).	VERB	8	To restore  to its proper condition; to straighten out, to set right.
as6-fragment02 365	1	Any substantive disagreement centred around the issue of what role social deprivation and unemployment had in bringing young people to protest violently on the streets.	VERB	16	To transport toward somebody/somewhere.
kbw-fragment42 14867	0	We don't want to buy it, we just want the catalogue	VERB	2	To wish for or desire ; to feel a need or desire for; to crave or demand.
cb5-fragment02 3399	0	Then he stood up and quickly began to dress.	VERB	2	To position or be positioned physically.
bpa-fragment14 2057	1	Their tense, edgy faces watched Delaney closely.	VERB	4	To look at, see, or view for a period of time.
kbd-fragment07 2402	0	No, no, I use it's usually fucked.	VERB	6	To have sexual intercourse, to copulate.
b1g-fragment02 1101	0	It also noted that ownership of and access to environmental data was a policy matter of the greatest importance; this may be more difficult in within country data than with global data since the latter are often already the subject of international exchange agreements at zero cost.	VERB	2	To notice with care; to observe; to remark; to heed.
kbw-fragment11 4058	0	know what it was about, but it was pathetic!	VERB	0	To perceive the truth or factuality of; to be certain of or that.
bpa-fragment14 2315	0	Forster reached for his mask, just as the hissing gas noise sounded right on top of him, ending with a little shriek.	VERB	1	To extend, stretch, or thrust out .
b1g-fragment02 1397	0	We discuss here some relevant work on the siting of facilities for the disposal of nuclear wastes before examining those for non-nuclear wastes.	VERB	1	To converse or debate concerning a particular topic.
ahf-fragment24 553	1	By most measures Meadowell is the worst council estate in Britain, and probably the most notorious since the riots last September, which followed the deaths of joyriders Colin Atkins and Dale Robson in a police chase.	VERB	22	To go after; to pursue; to move behind in the same path or direction, especially with the intent of catching.
c8t-fragment01 36	1	But seen face to face, even in the informality of her own house, the absence of a spark of sexuality and, he sensed, a deep-seated reserve, made her seem less feminine and more formidable than he had expected, and she held herself stiffly as if repelling invaders of her personal space.	NOUN	17	A small particle of glowing matter, either molten or on fire.
kbd-fragment07 2689	0	I think it's about time I got my share of the	VERB	6	To obtain; to acquire.
a1p-fragment03 81	1	Although the policy review will be endorsed by the conference, giving Neil Kinnock the freedom to go on to the offensive against the Conservatives in the run-up to the next general election, there are a number of areas of potential conflict.	VERB	10	To move, shift, provide something abstract or concrete to someone or something or somewhere.
kbj-fragment17 1540	1	You got it?	VERB	1	To obtain; to acquire.
fpb-fragment01 1119	0	Two days later, Clare's mind was unexpectedly diverted from her personal problems no job, no man when the CND office telephoned to ask her for voluntary evening help: they were organizing another protest after a nuclear accident.	VERB	30	To arrange in working order.
b1g-fragment02 979	0	Yet this is by no means the only plan which the Community has in relation to the environment: Directorate-General XII( that for Science, Research and Development) has published details of an extensive R&D programme( CEC 1990a) and the Commission as a whole( CEC 1990b) has made public its plans to develop regular official statistics of the environment.	NOUN	5	mean
a8r-fragment02 34	1	An effective analyst provides the same service to the business as the doctor provides to the patient.	VERB	3	To make a living; earn money for necessities.
acj-fragment01 97	0	This has considerable practical importance, since this is all that the prosecution has to prove in order to obtain a verdict of guilty of murder.	VERB	18	To get hold of; to gain possession of, to procure; to acquire, in any way.
kbw-fragment42 15025	0	Can you wipe your hands please cos you'll get sticky all over the piano	VERB	2	To move an object over, maintaining contact, with the intention of removing some substance from the surface.
kbw-fragment17 6260	0	I've forgotten, about being in mud was it a?	VERB	1	To lose remembrance of.
kb7-fragment10 2496	0	It was slippy though I mean I noticed that even, you know just pulling away from or something like that okay I mean it's a reasonably car but I mean, you know just a little bit too heavy on the accelerator	VERB	11	To perceive the truth or factuality of; to be certain of or that.
alp-fragment01 28	0	However, this fails to acknowledge a fundamental axiom of social work practice; namely that language not only reflects but also shapes social reality.	VERB	2	To be unsuccessful.
g0l-fragment01 70	0	Sorge leant across and finished his coffee before continuing.	VERB	8	To proceed with ; to prolong .
a1p-fragment03 72	1	When I insist on that priority, as I can tell you I most certainly will with the full support of the Prime Minister in doing so then I'm sure my colleagues will see the point of that.	VERB	32	To perceive or detect someone or something with the eyes, or as if by sight.
fpb-fragment01 1272	0	Adam decided to hold back Miranda's bombshell until later, after Elinor drank her evening glass of champagne.	VERB	11	To consume  through the mouth.
a7y-fragment03 201	1	His Lordship reached that decision without enthusiasm because it seemed that as a matter of common sense, notice should be given in such circumstances before criminal proceedings were launched.	VERB	2	To extend, stretch, or thrust out .
al0-fragment06 188	0	The villagers of Ramsala, recipients of the Palm Beach dollars, explained to the cameras that they desperately needed a clinic.	VERB	17	To have an absolute requirement for.
c8t-fragment01 34	0	It was a distinguished face with the deep-set, widely spaced eyes beneath straight brows, a well-shaped, rather secretive mouth and strong greying hair swept upwards and curled into a chignon.	VERB	26	To cause to move in a curve.
kcf-fragment14 1363	0	And does nan walk or have a wheelchair?	VERB	3	To move on the feet by alternately setting each foot  forward, with at least one foot on the ground at all times. Compare run.
